Id,Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Temp,Humi,pitch,roll,yaw
5421,27.1,0.0189208,0.8707721,0.4575246,-31653.09,37.93042,-282.5827,-0.5357785,0.2476298,0.2941518,29.11281,53.44847,0,64.84415,0
5422,27.105,0.01010566,0.8463199,0.4914886,-32333.75,-39.85946,-313.5317,-0.5373775,0.2535956,0.2926023,29.1151,53.45781,0,64.67807,0
5423,27.11,0.01278692,0.7925647,0.4548863,-32644.51,15.09132,-318.7537,-0.543281,0.2566321,0.2926528,29.1183,53.46794,0,64.51155,0
5424,27.115,0.01126258,0.8060063,0.4439123,-32016.33,10.25131,-391.9787,-0.5455456,0.2536612,0.2959675,29.12236,53.47863,0,64.34454,0
5425,27.12,0.03404916,0.9022852,0.4803956,-31072.91,-177.8223,-530.4003,-0.5432795,0.2536326,0.3001541,29.12718,53.48967,0,64.17696,0
5426,27.125,0.0440547,0.8358546,0.4533151,-30877.43,-169.1495,-218.0715,-0.5373679,0.2586904,0.2988922,29.13265,53.50081,0,64.00895,0
5427,27.13,0.01307453,0.798672,0.4350847,-30274.5,-32.61356,-213.8181,-0.5357779,0.2611328,0.2941515,29.12832,53.49283,0,63.84038,0
5428,27.135,0.01722135,0.8467444,0.4879922,-29903.71,-161.6802,-386.4718,-0.5375401,0.2546658,0.2902713,29.12165,53.47948,0,63.67139,0
5429,27.14,0.02788659,0.8034411,0.4706237,-30143.35,-195.2825,-293.9408,-0.540278,0.24913,0.2911506,29.11575,53.4665,0,63.50183,0
5430,27.145,0.0213735,0.8256643,0.4516704,-29940.01,-180.7481,-328.5557,-0.5374302,0.2511466,0.2924027,29.11073,53.45419,0,63.33184,0
5431,27.15,0.01619008,0.8292845,0.4809848,-30084.16,-181.6971,-291.4809,-0.5327756,0.255132,0.2911506,29.10669,53.44281,0,63.1613,0
5432,27.155,0.01378937,0.8461927,0.4897969,-29437.32,-270.0417,-301.6367,-0.5293749,0.2521971,0.2866676,29.10369,53.43263,0,62.99034,0
5433,27.16,0.01195867,0.8657595,0.4907967,-28129.61,-367.6731,-349.9701,-0.5312748,0.2491288,0.2836467,29.10179,53.42384,0,62.81888,0
5434,27.165,0.008368746,0.822167,0.4912306,-28602.42,-283.065,-354.8527,-0.5322577,0.2532252,0.2819046,29.101,53.41664,0,62.64688,0
5435,27.17,0.0267409,0.8371943,0.491778,-29699.12,-310.7767,-430.7249,-0.5312748,0.2611351,0.2806452,29.10134,53.4112,0,62.47448,0
5436,27.175,0.02945958,0.8296374,0.4828983,-30223.06,-282.2242,-319.3383,-0.5294657,0.2625158,0.2785522,29.1028,53.40763,0,62.30155,0
5437,27.18,0.0101445,0.8326626,0.5115301,-30596,-40.17689,-328.4576,-0.534278,0.2596346,0.2791444,29.10532,53.40603,0,62.12825,0
5438,27.185,0.01891254,0.8396648,0.5218053,-30466.02,-146.9624,-334.2205,-0.5412098,0.2586833,0.2805531,29.10887,53.40647,0,61.95443,0
5439,27.19,0.02692589,0.8134599,0.4603429,-29011.4,-353.898,-366.0739,-0.5432772,0.2611348,0.2791424,29.11338,53.40895,0,61.78026,0
5440,27.195,0.01968895,0.8109199,0.4670678,-27224.68,-380.16,-561.9836,-0.5341566,0.26131,0.2728382,29.11875,53.41341,0,61.60567,0
5441,27.2,0.02332954,0.7911163,0.5145851,-28259.9,-297.6298,-495.6962,-0.5237718,0.2596331,0.2686392,29.12487,53.41976,0,61.4306,0
5442,27.205,0.02389302,0.8052731,0.5258146,-29284.3,-257.1207,-323.938,-0.5208268,0.2569533,0.2689314,29.1316,53.4278,0,61.2552,0
5443,27.21,0.01881825,0.8393152,0.5258103,-30316.56,-103.0694,-328.8421,-0.5282741,0.2536304,0.2701383,29.12992,53.42109,0,61.07935,0
5444,27.215,0.01431857,0.8596548,0.5030552,-32519.83,59.03177,-423.7484,-0.5340624,0.2490229,0.2667902,29.1243,53.40779,0,60.90319,0
5445,27.22,0.01301193,0.8463728,0.5013635,-33388.88,87.99645,-385.6287,-0.5327742,0.2491314,0.2626344,29.1193,53.39637,0,60.72659,0
5446,27.225,0.01971909,0.7955117,0.531076,-34477.88,124.8126,-321.4392,-0.5262842,0.2552368,0.2591927,29.11505,53.38701,0,60.54969,0
5447,27.23,0.01567746,0.7963711,0.5292497,-34794.22,119.0655,-196.4324,-0.5252717,0.2626358,0.255132,29.11163,53.37982,0,60.37239,0
5448,27.235,0.003904886,0.8231677,0.5088094,-34355.65,35.67921,-196.9961,-0.5272425,0.2637265,0.2500577,29.10911,53.3749,0,60.19481,0
5449,27.24,0.005404005,0.8395351,0.5181783,-34448.57,-87.29005,-325.0096,-0.5267724,0.2611351,0.2521304,29.10754,53.37225,0,60.0169,0
5450,27.245,0.03326376,0.8376901,0.5459815,-35033.32,-225.2162,-457.5678,-0.5210952,0.259764,0.261434,29.10696,53.37182,0,59.83861,0
5451,27.25,0.04404547,0.7874412,0.4927628,-35209.55,-122.8958,-355.4942,-0.5207694,0.2626358,0.2686389,29.1074,53.37355,0,59.66008,0
5452,27.255,0.02142862,0.762934,0.4774474,-34476.25,70.73763,-236.6865,-0.5256423,0.2660748,0.2658177,29.10887,53.3773,0,59.48117,0
5453,27.26,0.008466233,0.8476629,0.5487411,-34162.29,-116.2619,-363.4671,-0.5282732,0.2686389,0.2611351,29.11134,53.38293,0,59.30206,0
5454,27.265,0.01639089,0.8805692,0.5898434,-35045.1,-203.8443,-400.2276,-0.5218422,0.2681783,0.2613866,29.11479,53.39025,0,59.12259,0
5455,27.27,0.01681894,0.7702535,0.5573307,-36376.12,-15.94072,-302.5568,-0.5177692,0.2656368,0.262633,29.11918,53.39903,0,58.94292,0
5456,27.275,0.03220804,0.7518694,0.5231609,-36293.4,64.29214,-366.5017,-0.5208658,0.2621506,0.2561579,29.12445,53.409,0,58.76292,0
5457,27.28,0.02834224,0.8160545,0.5029368,-35237.43,122.3086,-234.282,-0.5252696,0.262637,0.2476289,29.13052,53.41988,0,58.58275,0
5458,27.285,0.003096795,0.8274515,0.5354431,-35042.43,200.0501,-89.72549,-0.5204709,0.2661966,0.2462103,29.13725,53.43134,0,58.40233,0
5459,27.29,0.01115236,0.8025229,0.5757205,-35928.41,29.7783,-288.3053,-0.5147669,0.2686369,0.2521293,29.13715,53.42942,0,58.22162,0
5460,27.295,0.02583789,0.7472531,0.5675703,-36347.52,-56.03135,-461.711,-0.5146565,0.2645285,0.2535148,29.13169,53.41682,0,58.04076,0
5461,27.3,0.02881917,0.7440251,0.5251592,-36045.71,-41.14458,-356.4497,-0.5177661,0.2581341,0.2461244,29.12695,53.40462,0,57.85962,0
5462,27.305,0.01689206,0.7559839,0.5123497,-35481.03,60.65513,-249.6602,-0.5138717,0.2557851,0.2354236,29.12304,53.39302,0,57.67817,0
5463,27.31,0.006238137,0.7763804,0.5421018,-35171.46,47.00674,-229.7542,-0.5087631,0.2611351,0.2311195,29.12008,53.38216,0,57.4958,0
5464,27.315,0.009537251,0.773186,0.5762259,-35751.96,26.91392,-281.3893,-0.5081722,0.267784,0.2333464,29.11814,53.37223,0,57.31267,0
5465,27.32,0.036008,0.8191041,0.6119278,-35944.42,-80.46975,-413.6324,-0.5117647,0.2701397,0.2371227,29.11723,53.36331,0,57.12875,0
5466,27.325,0.0299874,0.8230408,0.5726116,-35719.41,-92.63001,-149.58,-0.5102985,0.266688,0.2352994,29.11743,53.35555,0,56.94402,0
5467,27.33,0.0006052262,0.7839621,0.5308955,-35661.51,69.09812,-32.99402,-0.5072624,0.2641366,0.228118,29.11871,53.34901,0,56.75866,0
5468,27.335,-0.002664468,0.7791387,0.5397872,-36130.02,19.85526,-273.1798,-0.5066966,0.2656986,0.2196859,29.12107,53.34382,0,56.57257,0
5469,27.34,0.01314159,0.7854772,0.5855026,-36402.94,-73.12841,-539.2888,-0.5102639,0.2701397,0.2161118,29.12447,53.34002,0,56.38595,0
5470,27.345,0.02149103,0.8031096,0.623807,-36522.46,-186.1384,-464.4475,-0.5106936,0.2707562,0.2159868,29.12887,53.33769,0,56.19869,0
5471,27.35,0.01816593,0.7792983,0.5998924,-36875.2,-261.3236,-228.2371,-0.5087617,0.2671373,0.2161118,29.13418,53.33685,0,56.01099,0
5472,27.355,0.02477157,0.8230819,0.572083,-36957.63,-236.8903,-395.6667,-0.5045301,0.2623993,0.2149041,29.14031,53.33747,0,55.82274,0
5473,27.36,0.02746111,0.8069935,0.5520811,-37634.96,-7.146151,-500.7196,-0.5012593,0.2626381,0.2161121,29.14715,53.33955,0,55.63413,0
5474,27.365,0.03556165,0.7588772,0.6025659,-37698.94,166.8644,-520.1354,-0.4985788,0.267619,0.2180072,29.15453,53.34295,0,55.44514,0
5475,27.37,0.02564371,0.7275637,0.5964077,-37345.04,113.2368,-189.3378,-0.5012599,0.2746421,0.2176128,29.15639,53.33671,0,55.25575,0
5476,27.375,0.01215298,0.7691509,0.5908647,-36858.36,149.5273,-193.9166,-0.5048099,0.2771765,0.2156147,29.15121,53.31821,0,55.06612,0
5477,27.38,0.007735488,0.7606192,0.6024438,-37517.15,197.0175,-262.3199,-0.5042588,0.2746412,0.2191142,29.14648,53.3014,0,54.87611,0
5478,27.385,0.01274414,0.7173886,0.5882942,-37675.9,259.6008,-347.5664,-0.4969807,0.2702715,0.2250632,29.14232,53.28666,0,54.68587,0
5479,27.39,0.0139621,0.7495016,0.5967126,-37101.46,135.4212,-479.8389,-0.4937568,0.2701394,0.2236122,29.1388,53.27424,0,54.49524,0
5480,27.395,0.01655149,0.6969429,0.5750181,-36985.4,56.12036,-210.7594,-0.4968944,0.2711166,0.2123583,29.13599,53.26435,0,54.30439,0
5481,27.4,0.006156618,0.7416266,0.5694069,-37040.23,52.22294,-158.6241,-0.5012593,0.2686389,0.2056064,29.13392,53.25714,0,54.11315,0
5482,27.405,0.002364895,0.8025085,0.6076118,-37370.02,11.79763,-334.1057,-0.4984792,0.2630776,0.2102749,29.13261,53.25272,0,53.92168,0
5483,27.41,0.02852745,0.8069463,0.6260936,-37332.19,-59.69938,-416.0744,-0.4952562,0.2641366,0.2161118,29.13207,53.25112,0,53.7299,0
5484,27.415,0.02518027,0.7568367,0.5958241,-37260.36,50.20643,-253.2305,-0.4952349,0.2724816,0.2098355,29.13232,53.25234,0,53.53773,0
5485,27.42,0.007638454,0.7538151,0.5880687,-37528.16,59.54369,-213.6447,-0.4967569,0.2791444,0.1981025,29.13332,53.25631,0,53.34534,0
5486,27.425,0.0141599,0.7525753,0.626104,-38026.21,16.28992,-224.047,-0.49259,0.2753011,0.1934015,29.13507,53.2629,0,53.15256,0
5487,27.43,0.01243294,0.7068942,0.680109,-38183.35,54.97724,-222.1183,-0.4877514,0.2686407,0.1966005,29.13751,53.27195,0,52.95955,0
5488,27.435,0.01568998,0.7061789,0.6370807,-38670.51,-42.66442,-319.6437,-0.4846873,0.2692615,0.1963762,29.14058,53.28323,0,52.76615,0
5489,27.44,0.03424614,0.7360106,0.5725448,-38298.78,-23.25863,-489.4604,-0.4832494,0.2776433,0.1905983,29.14423,53.29645,0,52.57252,0
5490,27.445,0.02603464,0.7735857,0.587632,-37965.82,94.71209,-463.3478,-0.4794071,0.2813514,0.1861101,29.14833,53.31127,0,52.37857,0
5491,27.45,0.01052932,0.7190853,0.6432027,-38645.52,170.5672,-184.7412,-0.4802513,0.276142,0.1890995,29.14835,53.31912,0,52.18425,0
5492,27.455,0.005538251,0.68558,0.6399503,-38306.95,150.3833,-143.1609,-0.4872077,0.2691144,0.1949161,29.13986,53.31165,0,51.98969,0
5493,27.46,0.007567816,0.7300399,0.6391044,-38146.39,45.0413,-290.6058,-0.4952544,0.2716433,0.1981022,29.13187,53.30526,0,51.79475,0
5494,27.465,0.02872686,0.8089858,0.6441424,-38652.29,-62.25086,-506.4876,-0.4935381,0.2807076,0.1973195,29.12455,53.30008,0,51.59957,0
5495,27.47,0.03654655,0.8063422,0.6327707,-39202.34,33.2381,-514.1689,-0.4862509,0.2866471,0.1966008,29.11803,53.29614,0,51.40401,0
5496,27.475,0.01115035,0.743723,0.623857,-39010.1,262.1265,-256.8637,-0.4810039,0.2839939,0.1953983,29.11244,53.29349,0,51.20821,0
5497,27.48,0.004173009,0.69222,0.655489,-38807.69,225.9913,-170.5899,-0.48325,0.2806452,0.1920994,29.10786,53.29209,0,51.01203,0
5498,27.485,0.008588481,0.7019958,0.6666988,-38690.77,104.8492,-349.7201,-0.4850881,0.2815861,0.1879793,29.10435,53.29195,0,50.8156,0
5499,27.49,0.02598418,0.6995883,0.6621182,-39456.65,137.4675,-337.3624,-0.48325,0.2851475,0.1890978,29.10199,53.29301,0,50.61878,0
5500,27.495,0.02310913,0.6982094,0.6339497,-39536.13,201.598,-367.3438,-0.4785821,0.2854694,0.1922625,29.10079,53.29521,0,50.4215,0
5501,27.5,0.01660435,0.7300315,0.6305007,-38735.53,215.7706,-288.5736,-0.4787476,0.2851475,0.1890978,29.10078,53.2985,0,50.22392,0
5502,27.505,0.01229477,0.7037669,0.6502405,-38741.28,223.9192,-195.1121,-0.4807407,0.285657,0.179501,29.10194,53.30282,0,50.0259,0
5503,27.51,0.003627342,0.6583225,0.67366,-39324.71,212.8595,-164.5157,-0.4802484,0.2851475,0.1770916,29.10425,53.30809,0,49.82761,0
5504,27.515,0.01659447,0.7096526,0.6946982,-39471.9,143.5661,-368.8734,-0.4747092,0.2791293,0.18427,29.10766,53.3142,0,49.62889,0
5505,27.52,0.01938619,0.7529483,0.6806799,-39440.98,80.9977,-428.5528,-0.4727448,0.2731427,0.1875942,29.11206,53.32104,0,49.42994,0
5506,27.525,0.01520821,0.6836117,0.6535134,-39459.07,131.7819,-200.3508,-0.4742264,0.2734783,0.1791144,29.11737,53.32847,0,49.23058,0
5507,27.53,0.009336576,0.6838706,0.6392163,-39492.05,192.3843,-230.7487,-0.4742439,0.2806455,0.1725904,29.12049,53.33089,0,49.03101,0
5508,27.535,0.01107843,0.6700433,0.665701,-39923.18,281.9027,-334.3475,-0.4685505,0.2847032,0.1761687,29.11395,53.31467,0,48.83114,0
5509,27.54,0.01417058,0.7049535,0.676367,-39272.91,173.834,-354.5114,-0.466742,0.2821456,0.1785892,29.10823,53.29921,0,48.63092,0
5510,27.545,0.003800819,0.7119089,0.6809025,-38943.53,119.5223,-221.012,-0.469543,0.2779425,0.1697713,29.10343,53.2849,0,48.43052,0
5511,27.55,0.01998949,0.7044064,0.6834096,-39471.83,46.86692,-257.7883,-0.469741,0.2806457,0.1620847,29.09965,53.27207,0,48.22979,0
5512,27.555,0.02001664,0.6726305,0.6620079,-39748.22,162.579,-405.9708,-0.4619543,0.2854071,0.1647276,29.09694,53.261,0,48.02889,0
5513,27.56,0.009675387,0.6263994,0.6725138,-39455.97,252.6135,-319.1201,-0.4592375,0.2836467,0.1665862,29.09534,53.25192,0,47.82769,0
5514,27.565,0.005111136,0.6159662,0.675581,-39130.31,142.1823,-230.109,-0.4659557,0.2750415,0.1565782,29.09488,53.24504,0,47.62636,0
5515,27.57,0.02204028,0.7401881,0.7023688,-38995.96,2.036882,-393.9236,-0.4727445,0.2731413,0.1485768,29.09554,53.24051,0,47.42483,0
5516,27.575,0.0292812,0.7602375,0.7090932,-39691.09,184.6831,-329.7337,-0.4684353,0.2814007,0.1562934,29.09729,53.23843,0,47.22303,0
5517,27.58,0.02125605,0.7165027,0.7107714,-39826.8,311.4194,-232.969,-0.4637398,0.2896498,0.1695877,29.1001,53.23888,0,47.02113,0
5518,27.585,0.01807093,0.735337,0.7231477,-39745.57,122.6579,-212.9664,-0.4657911,0.2872071,0.1695541,29.10391,53.24186,0,46.81899,0
5519,27.59,0.003445513,0.7174571,0.7168972,-40428.22,73.60057,-151.3083,-0.4682422,0.2821459,0.1605831,29.10865,53.2473,0,46.61678,0
5520,27.595,-0.002135357,0.6507859,0.6962109,-41107.35,236.8957,-226.3502,-0.4600393,0.2835247,0.1583671,29.11423,53.25512,0,46.41436,0
5521,27.6,0.01020002,0.6254703,0.6948651,-41090.69,184.0592,-430.1793,-0.4517351,0.2896498,0.1650851,29.12054,53.26514,0,46.21188,0
5522,27.605,0.02232427,0.6287282,0.6945313,-40766.77,76.62033,-498.0702,-0.4530002,0.2908595,0.1679801,29.12744,53.27713,0,46.00922,0
5523,27.61,0.02341983,0.6250508,0.6754709,-40480.64,135.1234,-344.3704,-0.4592349,0.2896509,0.1635837,29.1333,53.28802,0,45.80653,0
5524,27.615,0.01680296,0.6555013,0.6958897,-40674.98,233.211,-413.1755,-0.4553375,0.291344,0.1588488,29.12768,53.27858,0,45.60366,0
5525,27.62,0.02144603,0.6731335,0.7044545,-40416.33,233.166,-475.4193,-0.4457308,0.2956518,0.1590817,29.1225,53.27067,0,45.40038,0
5526,27.625,0.02777693,0.6671032,0.7067268,-39614.21,232.393,-385.5699,-0.4416083,0.2946077,0.1595388,29.11789,53.26443,0,45.19687,0
5527,27.63,0.01818188,0.6041901,0.6966841,-39547.25,338.4391,-194.033,-0.4472313,0.2896495,0.1560779,29.11396,53.25996,0,44.99296,0
5528,27.635,0.01002991,0.6040949,0.7291417,-40243.77,228.5343,-245.5757,-0.4507952,0.2863373,0.1486018,29.11079,53.25729,0,44.78885,0
5529,27.64,-0.003502306,0.6610018,0.7465086,-40360.62,209.5703,-383.0517,-0.4472282,0.288149,0.1410715,29.10846,53.25638,0,44.58439,0
5530,27.645,-0.003327243,0.6336415,0.7479834,-40442.06,190.1177,-236.3219,-0.4375774,0.2893436,0.135534,29.10701,53.2572,0,44.37976,0
5531,27.65,0.01363192,0.6355506,0.7267128,-40461.94,72.0174,-339.4379,-0.4307228,0.288149,0.1335691,29.10647,53.25967,0,44.1748,0
5532,27.655,0.01727562,0.6911594,0.721931,-40706.62,165.3727,-426.2047,-0.430381,0.2864081,0.1337968,29.10686,53.26368,0,43.96971,0
5533,27.66,0.008842564,0.6632894,0.7377393,-40849.84,257.8243,-393.3963,-0.4382266,0.2896498,0.1350699,29.1082,53.26913,0,43.76441,0
5534,27.665,0.002140958,0.5982169,0.7358587,-40384.72,177.3167,-206.4731,-0.4438361,0.2961258,0.1360728,29.11046,53.27588,0,43.55885,0
5535,27.67,0.009622226,0.5753701,0.7178229,-40260.97,70.23208,-150.465,-0.4397274,0.301656,0.1365706,29.11362,53.28378,0,43.35319,0
5536,27.675,0.02847218,0.6397771,0.7348218,-40338.23,45.29457,-398.17,-0.4279867,0.3004163,0.1332622,29.11764,53.29268,0,43.14729,0
5537,27.68,0.03153193,0.6829008,0.7543294,-40409.39,22.93005,-528.6042,-0.4247225,0.2956538,0.1260655,29.12243,53.30241,0,42.94134,0
5538,27.685,0.02075411,0.5969273,0.7277755,-40270.53,120.9866,-204.2078,-0.4322683,0.2937923,0.1215071,29.12791,53.31276,0,42.73519,0
5539,27.69,0.005666958,0.5887833,0.7570605,-39984.89,208.9315,-152.1561,-0.4397254,0.3001567,0.1275677,29.13394,53.32352,0,42.529,0
5540,27.695,0.01138487,0.6579074,0.7716194,-40750.28,77.41604,-368.8734,-0.4355961,0.307378,0.1372809,29.12716,53.31005,0,42.32273,0
5541,27.7,0.01973742,0.6544454,0.7749785,-41348.88,222.5802,-362.0405,-0.4292226,0.3076574,0.1365675,29.12095,53.29713,0,42.11631,0
5542,27.705,0.007434135,0.6664649,0.7756864,-41052.7,239.7204,-354.4866,-0.4288155,0.3009995,0.1251047,29.11547,53.2851,0,41.9099,0
5543,27.71,-0.001450005,0.6752886,0.7494083,-41127.55,124.5664,-376.696,-0.4322218,0.2986556,0.1200635,29.11084,53.27429,0,41.70338,0
5544,27.715,0.005248959,0.6319305,0.7569977,-41478.74,295.5241,-274.4385,-0.4291723,0.3023467,0.1259696,29.10715,53.26498,0,41.49692,0
5545,27.72,0.01412613,0.546377,0.7522801,-41831.85,278.3456,-324.4243,-0.4232175,0.3046558,0.1275626,29.10445,53.25743,0,41.29036,0
5546,27.725,0.009326503,0.5148898,0.7408098,-41369.02,199.0181,-396.107,-0.4184316,0.2993177,0.1166104,29.10282,53.25187,0,41.08383,0
5547,27.73,0.01544333,0.5405524,0.7567717,-40698.86,153.5457,-466.5473,-0.415715,0.2956529,0.1095567,29.10224,53.24849,0,40.87702,0
5548,27.735,0.01713488,0.5863111,0.7618092,-40837.29,101.9549,-386.5376,-0.4121871,0.3002932,0.1163475,29.10275,53.24743,0,40.67011,0
5549,27.74,0.02665884,0.564614,0.7673547,-41405.39,143.1916,-169.0284,-0.4142143,0.3091599,0.1215629,29.10432,53.24879,0,40.46303,0
5550,27.745,0.0137145,0.6186847,0.7792292,-40820.73,169.8423,-194.6474,-0.4196099,0.3115572,0.1102111,29.10694,53.25266,0,40.25571,0
5551,27.75,0.0108151,0.6722715,0.7784109,-40597.63,118.4057,-214.4244,-0.4202173,0.3091599,0.09604968,29.11054,53.25903,0,40.04833,0
5552,27.755,0.005280111,0.605947,0.7685557,-41306.84,266.6371,-51.41164,-0.4119029,0.3066582,0.09612841,29.11507,53.26785,0,39.84073,0
5553,27.76,0.005713843,0.5355899,0.7697712,-41913.58,344.8287,-190.5142,-0.4082111,0.3061583,0.1035536,29.12043,53.27901,0,39.63309,0
5554,27.765,0.01167515,0.6218763,0.788418,-41515.4,142.6043,-530.3439,-0.4125389,0.3051468,0.1032034,29.12651,53.2923,0,39.42527,0
5555,27.77,0.01316532,0.6203715,0.7691235,-40945.29,115.3426,-454.1908,-0.4142114,0.3076608,0.1005546,29.13318,53.30748,0,39.21743,0
5556,27.775,-0.006047129,0.5228966,0.7624064,-41273.55,202.5273,-379.261,-0.4046,0.3131782,0.1061928,29.12848,53.30256,0,39.00942,0
5557,27.78,-0.001579318,0.4280232,0.7516112,-41480.92,191.7238,-343.1346,-0.3992105,0.3166624,0.1140576,29.12285,53.29663,0,38.80143,0
5558,27.785,0.0115982,0.4990473,0.7632878,-40287.57,83.072,-522.3143,-0.4077531,0.3128766,0.1123072,29.1179,53.29254,0,38.59338,0
5559,27.79,0.02618475,0.6244839,0.812581,-39826.92,-134.5135,-596.6154,-0.4202156,0.309161,0.1065557,29.11374,53.29038,0,38.3852,0
5560,27.795,0.01873295,0.6487323,0.8331097,-40378.68,-17.36569,-418.2649,-0.4192784,0.3105884,0.1067069,29.11046,53.29019,0,38.17708,0
5561,27.8,0.0196586,0.5857708,0.8286061,-41279.93,102.9567,-249.2368,-0.4112119,0.315163,0.1095555,29.10813,53.2919,0,37.96885,0
5562,27.805,0.03240977,0.5881516,0.8122095,-41274.34,226.3423,-332.6687,-0.4068832,0.3157944,0.1070026,29.10679,53.29545,0,37.7607,0
5563,27.81,0.02126249,0.6328218,0.8202089,-40952.68,332.4021,-326.8614,-0.4067104,0.315163,0.1035536,29.10648,53.30072,0,37.55247,0
5564,27.815,0.001474964,0.6138039,0.8415377,-41629.11,355.8944,-177.5502,-0.4015378,0.3155664,0.104225,29.10721,53.30754,0,37.34435,0
5565,27.82,-0.01127356,0.475785,0.8122712,-42696.68,431.4586,-42.82614,-0.3962049,0.3166638,0.1035536,29.10898,53.31577,0,37.13623,0
5566,27.825,-0.001658375,0.5030454,0.7876579,-41877.09,311.8543,-267.778,-0.39567,0.3150704,0.0961122,29.11176,53.32519,0,36.92798,0
5567,27.83,0.009130989,0.5946237,0.8063567,-41379.96,62.42471,-461.5012,-0.3977057,0.315163,0.09004658,29.11552,53.33562,0,36.71975,0
5568,27.835,0.008179129,0.5363677,0.7733055,-41846.15,55.44708,-316.6823,-0.3941366,0.3177187,0.09148481,29.1202,53.34684,0,36.51137,0
5569,27.84,-0.001168854,0.4647517,0.7749398,-41919.8,150.2101,-285.2654,-0.3902018,0.3196653,0.09304813,29.12572,53.35863,0,36.30302,0
5570,27.845,0.007111983,0.4695249,0.8018165,-41074.49,140.0205,-351.9182,-0.3904268,0.316318,0.08630884,29.13197,53.37074,0,36.09454,0
5571,27.85,0.02602273,0.4987819,0.8295723,-40767.84,49.37465,-464.8044,-0.3932025,0.313664,0.07804065,29.13882,53.38292,0,35.8861,0
5572,27.855,0.03421207,0.5748909,0.8321753,-40846.6,126.4803,-490.8813,-0.3912492,0.3161178,0.07681143,29.1358,53.37601,0,35.67753,0
5573,27.86,0.01631643,0.5782691,0.8328403,-41408.37,316.4534,-252.8112,-0.3887013,0.3226674,0.07954114,29.13035,53.3637,0,35.46901,0
5574,27.865,0.01508541,0.5779693,0.8276213,-41026.67,345.5503,-241.3188,-0.3886079,0.3257241,0.07935904,29.12556,53.3518,0,35.26045,0
5575,27.87,0.009717035,0.5467931,0.8399136,-40748.16,402.8633,-169.3103,-0.3902012,0.3256685,0.07954257,29.12154,53.34061,0,35.05178,0
5576,27.875,0.002547433,0.4805868,0.8331952,-41645.97,326.6535,-159.6854,-0.3881914,0.3247149,0.08373814,29.11838,53.33044,0,34.84317,0
5577,27.88,-0.01395486,0.5007298,0.8442575,-42033.49,268.3082,-375.8221,-0.3872014,0.3256688,0.08704416,29.11613,53.32164,0,34.63446,0
5578,27.885,-0.01472664,0.4937554,0.8273926,-41832.08,174.5012,-329.2797,-0.3895302,0.3261051,0.08452299,29.11483,53.31444,0,34.42582,0
5579,27.89,-0.002864607,0.4336289,0.790126,-41476.51,171.5813,-290.1957,-0.3932017,0.3271692,0.08254413,29.1145,53.30911,0,34.21708,0
5580,27.895,0.006042427,0.4774901,0.79667,-41194.31,104.7777,-472.5342,-0.3906876,0.3275438,0.08630595,29.11515,53.3059,0,34.00842,0
5581,27.9,0.01420227,0.5371817,0.8321322,-41256.62,38.21921,-645.4124,-0.3841987,0.3271692,0.09004658,29.11676,53.305,0,33.79967,0
5582,27.905,0.02529406,0.5542686,0.8526311,-40575.97,1.345029,-464.9204,-0.3772423,0.3242257,0.08623449,29.11931,53.30659,0,33.591,0
5583,27.91,0.02016152,0.4939924,0.8521526,-40462.2,84.56231,-132.4176,-0.3736933,0.3226669,0.07954114,29.12273,53.31079,0,33.38234,0
5584,27.915,0.02569275,0.4756225,0.851308,-41308.96,68.37317,-255.9084,-0.3714181,0.3235876,0.07685451,29.12699,53.31765,0,33.17361,0
5585,27.92,0.03297896,0.5496834,0.8539215,-41907.79,62.6117,-607.1141,-0.3721925,0.3271692,0.07653958,29.13197,53.32721,0,32.96498,0
5586,27.925,0.02772106,0.5770355,0.8586693,-41461.3,218.9699,-491.3687,-0.3740799,0.329245,0.07348738,29.1376,53.33936,0,32.75628,0
5587,27.93,0.00553672,0.5007533,0.873921,-41524.37,343.6646,-191.0681,-0.375192,0.3301702,0.07053649,29.14373,53.35399,0,32.54768,0
5588,27.935,-0.006434618,0.4281971,0.8368325,-42085.14,351.1352,-170.9045,-0.3709675,0.3288632,0.07077957,29.14138,53.35461,0,32.33904,0
5589,27.94,-0.00275056,0.4164944,0.8361805,-42052.39,436.8145,-346.9418,-0.3646874,0.3271695,0.07053448,29.13501,53.34944,0,32.13049,0
5590,27.945,-0.001979131,0.4490684,0.8446113,-41306.01,329.0016,-522.9665,-0.3593326,0.3257338,0.06551451,29.12921,53.34687,0,31.92194,0
5591,27.95,-0.001603866,0.4675657,0.8315319,-40893.33,157.2909,-390.9667,-0.3586864,0.3286717,0.06003076,29.12411,53.34702,0,31.7133,0
5592,27.955,0.008860434,0.4921251,0.8411383,-41154.23,118.3473,-441.9663,-0.3602403,0.3337569,0.05845603,29.11981,53.34997,0,31.50472,0
5593,27.96,0.01537099,0.4411694,0.8636261,-41491.91,259.8655,-461.7086,-0.3631876,0.3376743,0.05853027,29.1164,53.35571,0,31.29606,0
5594,27.965,0.01650149,0.4247531,0.8805589,-41239.46,218.3787,-370.6769,-0.3636276,0.3368424,0.05736125,29.11394,53.36418,0,31.08747,0
